user_id,event,timestamp
user_0902,4_preset_change,2026-01-01 07:22:00
user_0019,4_preset_change,2026-01-01 07:23:00
user_1143,4_preset_change,2026-01-01 07:34:00
user_0824,1_registration,2026-01-01 07:34:00
user_1755,1_registration,2026-01-01 07:35:00
user_1755,2_download_installer,2026-01-01 07:36:00
user_0902,4_preset_change,2026-01-01 07:39:00
user_0862,4_preset_change,2026-01-01 07:41:00
user_1896,4_preset_change,2026-01-01 07:44:00
user_0824,2_download_installer,2026-01-01 07:44:00
user_0019,4_preset_change,2026-01-01 07:48:00
user_1896,5_ai_assistant_click,2026-01-01 07:50:00
user_1741,4_preset_change,2026-01-01 07:51:00
user_1927,1_registration,2026-01-01 07:52:00
user_0902,4_preset_change,2026-01-01 07:53:00
user_1449,4_preset_change,2026-01-01 07:56:00
user_1741,4_preset_change,2026-01-01 08:03:00
user_1143,4_preset_change,2026-01-01 08:04:00
user_0019,4_preset_change,2026-01-01 08:10:00
user_1252,1_registration,2026-01-01 08:20:00
user_1449,4_preset_change,2026-01-01 08:20:00
user_1143,4_preset_change,2026-01-01 08:26:00
user_0968,3_plugin_open,2026-01-01 08:28:00
user_0902,4_preset_change,2026-01-01 08:30:00
user_1741,4_preset_change,2026-01-01 08:31:00
user_1252,2_download_installer,2026-01-01 08:46:00
user_1728,2_download_installer,2026-01-01 08:47:00
user_1728,1_registration,2026-01-01 08:47:00
user_0019,4_preset_change,2026-01-01 08:50:00
user_1449,4_preset_change,2026-01-01 08:50:00
user_1143,4_preset_change,2026-01-01 08:53:00
user_0968,4_preset_change,2026-01-01 08:54:00
user_1449,4_preset_change,2026-01-01 09:01:00
user_0968,4_preset_change,2026-01-01 09:05:00
user_1741,4_preset_change,2026-01-01 09:06:00
user_1449,4_preset_change,2026-01-01 09:07:00
user_0902,4_preset_change,2026-01-01 09:07:00
user_0545,1_registration,2026-01-01 09:16:00
user_1449,4_preset_change,2026-01-01 09:19:00
user_0591,1_registration,2026-01-01 09:19:00
user_0545,2_download_installer,2026-01-01 09:20:00
user_0933,1_registration,2026-01-01 09:20:00
user_0933,2_download_installer,2026-01-01 09:20:00
user_1143,4_preset_change,2026-01-01 09:22:00
user_1741,4_preset_change,2026-01-01 09:25:00
user_0019,4_preset_change,2026-01-01 09:32:00
user_1079,3_plugin_open,2026-01-01 09:37:00
user_0927,1_registration,2026-01-01 09:37:00
user_0927,2_download_installer,2026-01-01 09:39:00
user_1143,4_preset_change,2026-01-01 09:40:00
user_0968,4_preset_change,2026-01-01 09:41:00
user_1449,4_preset_change,2026-01-01 09:49:00
user_0902,4_preset_change,2026-01-01 09:51:00
user_1741,4_preset_change,2026-01-01 09:53:00
user_1741,4_preset_change,2026-01-01 09:58:00
user_1280,1_registration,2026-01-01 10:01:00
user_1425,3_plugin_open,2026-01-01 10:02:00
user_1079,4_preset_change,2026-01-01 10:04:00
user_1425,4_preset_change,2026-01-01 10:05:00
user_0968,4_preset_change,2026-01-01 10:07:00
user_0019,4_preset_change,2026-01-01 10:12:00
user_1280,2_download_installer,2026-01-01 10:14:00
user_1741,4_preset_change,2026-01-01 10:16:00
user_1449,4_preset_change,2026-01-01 10:17:00
user_0933,3_plugin_open,2026-01-01 10:20:00
user_1741,4_preset_change,2026-01-01 10:23:00
user_1425,4_preset_change,2026-01-01 10:24:00
user_1079,4_preset_change,2026-01-01 10:26:00
user_0019,4_preset_change,2026-01-01 10:26:00
user_1079,4_preset_change,2026-01-01 10:29:00
user_0968,4_preset_change,2026-01-01 10:35:00
user_0019,4_preset_change,2026-01-01 10:38:00
user_0814,1_registration,2026-01-01 10:42:00
user_0363,1_registration,2026-01-01 10:49:00
user_1449,4_preset_change,2026-01-01 10:52:00
user_1425,4_preset_change,2026-01-01 10:53:00
user_0019,5_ai_assistant_click,2026-01-01 10:56:00
user_1425,4_preset_change,2026-01-01 10:58:00
user_0814,2_download_installer,2026-01-01 11:03:00
user_0933,4_preset_change,2026-01-01 11:03:00
user_1741,4_preset_change,2026-01-01 11:06:00
user_1449,4_preset_change,2026-01-01 11:07:00
user_0968,4_preset_change,2026-01-01 11:08:00
user_1823,1_registration,2026-01-01 11:09:00
user_1079,4_preset_change,2026-01-01 11:10:00
user_1741,4_preset_change,2026-01-01 11:18:00
user_1823,3_plugin_open,2026-01-01 11:20:00
user_1823,2_download_installer,2026-01-01 11:20:00
user_0968,4_preset_change,2026-01-01 11:21:00
user_0933,4_preset_change,2026-01-01 11:22:00
user_1741,4_preset_change,2026-01-01 11:24:00
user_0968,4_preset_change,2026-01-01 11:26:00
user_1079,4_preset_change,2026-01-01 11:31:00
user_1755,3_plugin_open,2026-01-01 11:36:00
user_1425,4_preset_change,2026-01-01 11:41:00
user_1580,1_registration,2026-01-01 11:42:00
user_1741,4_preset_change,2026-01-01 11:43:00
user_1580,2_download_installer,2026-01-01 11:49:00
user_1449,4_preset_change,2026-01-01 11:49:00
user_1079,4_preset_change,2026-01-01 11:49:00
user_1823,4_preset_change,2026-01-01 11:57:00
user_0933,4_preset_change,2026-01-01 12:01:00
user_1755,4_preset_change,2026-01-01 12:05:00
user_1079,4_preset_change,2026-01-01 12:06:00
user_0968,4_preset_change,2026-01-01 12:09:00
user_1741,4_preset_change,2026-01-01 12:09:00
user_1823,4_preset_change,2026-01-01 12:14:00
user_1280,3_plugin_open,2026-01-01 12:14:00
user_1741,4_preset_change,2026-01-01 12:20:00
user_0545,3_plugin_open,2026-01-01 12:20:00
user_0933,4_preset_change,2026-01-01 12:21:00
user_1755,4_preset_change,2026-01-01 12:23:00
user_1425,4_preset_change,2026-01-01 12:25:00
user_0831,1_registration,2026-01-01 12:29:00
user_1527,1_registration,2026-01-01 12:31:00
user_1425,4_preset_change,2026-01-01 12:32:00
user_1449,4_preset_change,2026-01-01 12:32:00
user_1156,1_registration,2026-01-01 12:35:00
user_0968,4_preset_change,2026-01-01 12:36:00
user_1527,2_download_installer,2026-01-01 12:38:00
user_1156,2_download_installer,2026-01-01 12:39:00
user_0968,4_preset_change,2026-01-01 12:40:00
user_0545,4_preset_change,2026-01-01 12:41:00
user_1449,4_preset_change,2026-01-01 12:43:00
user_1823,4_preset_change,2026-01-01 12:44:00
user_0470,1_registration,2026-01-01 12:45:00
user_0470,2_download_installer,2026-01-01 12:46:00
user_1079,4_preset_change,2026-01-01 12:49:00
user_0579,1_registration,2026-01-01 12:49:00
user_1755,4_preset_change,2026-01-01 12:49:00
user_0579,2_download_installer,2026-01-01 12:52:00
user_0933,4_preset_change,2026-01-01 12:52:00
user_1280,4_preset_change,2026-01-01 12:53:00
user_1079,4_preset_change,2026-01-01 12:55:00
user_0138,1_registration,2026-01-01 12:55:00
user_0138,2_download_installer,2026-01-01 12:58:00
user_0968,4_preset_change,2026-01-01 12:58:00
user_0138,3_plugin_open,2026-01-01 12:58:00
user_0923,1_registration,2026-01-01 13:00:00
user_1741,4_preset_change,2026-01-01 13:02:00
user_0545,4_preset_change,2026-01-01 13:04:00
user_0933,4_preset_change,2026-01-01 13:06:00
user_0831,2_download_installer,2026-01-01 13:06:00
user_1755,4_preset_change,2026-01-01 13:08:00
user_0968,4_preset_change,2026-01-01 13:08:00
user_0923,2_download_installer,2026-01-01 13:09:00
user_1079,4_preset_change,2026-01-01 13:10:00
user_1425,4_preset_change,2026-01-01 13:11:00
user_1741,4_preset_change,2026-01-01 13:19:00
user_1823,4_preset_change,2026-01-01 13:21:00
user_1425,4_preset_change,2026-01-01 13:21:00
user_1449,4_preset_change,2026-01-01 13:26:00
user_0545,4_preset_change,2026-01-01 13:28:00
user_1741,5_ai_assistant_click,2026-01-01 13:33:00
user_0068,1_registration,2026-01-01 13:33:00
user_1280,4_preset_change,2026-01-01 13:35:00
user_0068,2_download_installer,2026-01-01 13:37:00
user_1527,3_plugin_open,2026-01-01 13:38:00
user_1449,4_preset_change,2026-01-01 13:38:00
user_1156,3_plugin_open,2026-01-01 13:39:00
user_1425,4_preset_change,2026-01-01 13:42:00
user_0138,4_preset_change,2026-01-01 13:42:00
user_1527,4_preset_change,2026-01-01 13:44:00
user_0933,4_preset_change,2026-01-01 13:46:00
user_1580,3_plugin_open,2026-01-01 13:49:00
user_1755,4_preset_change,2026-01-01 13:49:00
user_1449,4_preset_change,2026-01-01 13:50:00
user_0933,4_preset_change,2026-01-01 13:59:00
user_1823,4_preset_change,2026-01-01 14:01:00
user_1527,4_preset_change,2026-01-01 14:01:00
user_0482,1_registration,2026-01-01 14:03:00
user_1823,4_preset_change,2026-01-01 14:05:00
user_1527,4_preset_change,2026-01-01 14:07:00
user_0545,4_preset_change,2026-01-01 14:10:00
user_0138,4_preset_change,2026-01-01 14:10:00
user_1280,4_preset_change,2026-01-01 14:11:00
user_1425,4_preset_change,2026-01-01 14:13:00
user_1156,4_preset_change,2026-01-01 14:13:00
user_1849,1_registration,2026-01-01 14:17:00
user_1580,4_preset_change,2026-01-01 14:18:00
user_1527,4_preset_change,2026-01-01 14:21:00
user_1280,4_preset_change,2026-01-01 14:25:00
user_1449,4_preset_change,2026-01-01 14:26:00
user_1474,1_registration,2026-01-01 14:28:00
user_1849,2_download_installer,2026-01-01 14:29:00
user_1280,4_preset_change,2026-01-01 14:33:00
user_1755,4_preset_change,2026-01-01 14:33:00
user_0933,4_preset_change,2026-01-01 14:34:00
user_1122,1_registration,2026-01-01 14:34:00
user_1474,2_download_installer,2026-01-01 14:36:00
user_1755,4_preset_change,2026-01-01 14:37:00
user_1527,4_preset_change,2026-01-01 14:38:00
user_1280,4_preset_change,2026-01-01 14:39:00
user_1156,4_preset_change,2026-01-01 14:40:00
user_1823,4_preset_change,2026-01-01 14:43:00
user_0482,2_download_installer,2026-01-01 14:43:00
user_1122,2_download_installer,2026-01-01 14:44:00
user_1449,4_preset_change,2026-01-01 14:46:00
user_0545,4_preset_change,2026-01-01 14:46:00
user_0933,4_preset_change,2026-01-01 14:47:00
user_0545,4_preset_change,2026-01-01 14:50:00
user_1425,4_preset_change,2026-01-01 14:51:00
user_0138,4_preset_change,2026-01-01 14:52:00
user_1527,4_preset_change,2026-01-01 14:54:00
user_1598,1_registration,2026-01-01 14:55:00
user_1823,4_preset_change,2026-01-01 14:56:00
user_0831,3_plugin_open,2026-01-01 15:06:00
user_1280,4_preset_change,2026-01-01 15:09:00
user_0138,4_preset_change,2026-01-01 15:09:00
user_1449,4_preset_change,2026-01-01 15:11:00
user_0933,4_preset_change,2026-01-01 15:12:00
user_1449,4_preset_change,2026-01-01 15:13:00
user_1598,2_download_installer,2026-01-01 15:15:00
user_1156,4_preset_change,2026-01-01 15:16:00
user_0933,4_preset_change,2026-01-01 15:17:00
user_1823,4_preset_change,2026-01-01 15:17:00
user_0193,1_registration,2026-01-01 15:22:00
user_1884,1_registration,2026-01-01 15:24:00
user_0545,4_preset_change,2026-01-01 15:25:00
user_1742,1_registration,2026-01-01 15:25:00
user_1449,4_preset_change,2026-01-01 15:26:00
user_1527,4_preset_change,2026-01-01 15:26:00
user_1156,4_preset_change,2026-01-01 15:28:00
user_1425,4_preset_change,2026-01-01 15:30:00
user_0193,2_download_installer,2026-01-01 15:31:00
user_1527,4_preset_change,2026-01-01 15:32:00
user_1425,4_preset_change,2026-01-01 15:35:00
user_1156,4_preset_change,2026-01-01 15:36:00
user_1474,3_plugin_open,2026-01-01 15:36:00
user_1884,2_download_installer,2026-01-01 15:36:00
user_0831,4_preset_change,2026-01-01 15:38:00
user_1474,4_preset_change,2026-01-01 15:41:00
user_1449,4_preset_change,2026-01-01 15:41:00
user_1823,4_preset_change,2026-01-01 15:41:00
user_0138,4_preset_change,2026-01-01 15:44:00
user_1742,2_download_installer,2026-01-01 15:45:00
user_1449,4_preset_change,2026-01-01 15:45:00
user_0244,1_registration,2026-01-01 15:53:00
user_0933,4_preset_change,2026-01-01 15:54:00
user_1527,4_preset_change,2026-01-01 15:54:00
user_1474,4_preset_change,2026-01-01 15:57:00
user_0545,4_preset_change,2026-01-01 15:59:00
user_0244,2_download_installer,2026-01-01 16:03:00
user_1823,4_preset_change,2026-01-01 16:04:00
user_0899,1_registration,2026-01-01 16:04:00
user_1156,4_preset_change,2026-01-01 16:05:00
user_0831,4_preset_change,2026-01-01 16:06:00
user_0933,4_preset_change,2026-01-01 16:09:00
user_0899,2_download_installer,2026-01-01 16:13:00
user_1425,4_preset_change,2026-01-01 16:14:00
user_1474,4_preset_change,2026-01-01 16:15:00
user_0138,4_preset_change,2026-01-01 16:17:00
user_1449,4_preset_change,2026-01-01 16:18:00
user_1612,1_registration,2026-01-01 16:25:00
user_1527,4_preset_change,2026-01-01 16:25:00
user_0933,4_preset_change,2026-01-01 16:27:00
user_1425,4_preset_change,2026-01-01 16:28:00
user_1849,3_plugin_open,2026-01-01 16:29:00
user_1156,4_preset_change,2026-01-01 16:31:00
user_0933,4_preset_change,2026-01-01 16:31:00
user_1612,2_download_installer,2026-01-01 16:32:00
user_1449,4_preset_change,2026-01-01 16:35:00
user_1823,4_preset_change,2026-01-01 16:37:00
user_0831,4_preset_change,2026-01-01 16:40:00
user_0138,4_preset_change,2026-01-01 16:44:00
user_1449,5_ai_assistant_click,2026-01-01 16:45:00
user_1823,4_preset_change,2026-01-01 16:45:00
user_1527,4_preset_change,2026-01-01 16:49:00
user_1357,1_registration,2026-01-01 16:51:00
user_1474,4_preset_change,2026-01-01 16:53:00
user_1357,2_download_installer,2026-01-01 16:56:00
user_1849,4_preset_change,2026-01-01 17:03:00
user_1425,4_preset_change,2026-01-01 17:04:00
user_1474,5_ai_assistant_click,2026-01-01 17:05:00
user_0138,4_preset_change,2026-01-01 17:10:00
user_0933,4_preset_change,2026-01-01 17:10:00
user_0831,4_preset_change,2026-01-01 17:10:00
user_1849,4_preset_change,2026-01-01 17:11:00
user_1156,4_preset_change,2026-01-01 17:13:00
user_0138,4_preset_change,2026-01-01 17:13:00
user_0831,4_preset_change,2026-01-01 17:19:00
user_0138,4_preset_change,2026-01-01 17:26:00
user_1527,4_preset_change,2026-01-01 17:28:00
user_0933,4_preset_change,2026-01-01 17:34:00
user_1849,4_preset_change,2026-01-01 17:35:00
user_0284,1_registration,2026-01-01 17:43:00
user_1156,4_preset_change,2026-01-01 17:45:00
user_1849,4_preset_change,2026-01-01 17:47:00
user_0933,4_preset_change,2026-01-01 17:48:00
user_1156,4_preset_change,2026-01-01 17:49:00
user_0831,4_preset_change,2026-01-01 17:53:00
user_1357,3_plugin_open,2026-01-01 17:56:00
user_1527,4_preset_change,2026-01-01 17:58:00
user_0933,5_ai_assistant_click,2026-01-01 18:01:00
user_0138,4_preset_change,2026-01-01 18:07:00
user_1527,4_preset_change,2026-01-01 18:12:00
user_1598,3_plugin_open,2026-01-01 18:15:00
user_0138,4_preset_change,2026-01-01 18:17:00
user_1849,4_preset_change,2026-01-01 18:21:00
user_1156,4_preset_change,2026-01-01 18:23:00
user_0284,3_plugin_open,2026-01-01 18:29:00
user_0284,2_download_installer,2026-01-01 18:29:00
user_1527,5_ai_assistant_click,2026-01-01 18:30:00
user_0138,4_preset_change,2026-01-01 18:30:00
user_1357,4_preset_change,2026-01-01 18:32:00
user_0831,4_preset_change,2026-01-01 18:35:00
user_1884,3_plugin_open,2026-01-01 18:36:00
user_0831,5_ai_assistant_click,2026-01-01 18:42:00
user_1357,4_preset_change,2026-01-01 18:53:00
user_1598,4_preset_change,2026-01-01 18:57:00
user_0138,4_preset_change,2026-01-01 18:57:00
user_1156,4_preset_change,2026-01-01 18:58:00
user_1884,4_preset_change,2026-01-01 19:00:00
user_1849,4_preset_change,2026-01-01 19:02:00
user_0814,3_plugin_open,2026-01-01 19:03:00
user_1598,4_preset_change,2026-01-01 19:04:00
user_0138,4_preset_change,2026-01-01 19:07:00
user_1849,4_preset_change,2026-01-01 19:08:00
user_0284,4_preset_change,2026-01-01 19:12:00
user_0899,3_plugin_open,2026-01-01 19:13:00
user_1357,4_preset_change,2026-01-01 19:14:00
user_1734,1_registration,2026-01-01 19:16:00
user_0138,4_preset_change,2026-01-01 19:18:00
user_0190,1_registration,2026-01-01 19:20:00
user_1156,4_preset_change,2026-01-01 19:20:00
user_0190,2_download_installer,2026-01-01 19:21:00
user_0540,1_registration,2026-01-01 19:29:00
user_1357,4_preset_change,2026-01-01 19:34:00
user_0814,4_preset_change,2026-01-01 19:34:00
user_0899,4_preset_change,2026-01-01 19:35:00
user_0258,1_registration,2026-01-01 19:36:00
user_0068,3_plugin_open,2026-01-01 19:37:00
user_0068,4_preset_change,2026-01-01 19:39:00
user_1353,1_registration,2026-01-01 19:40:00
user_0899,4_preset_change,2026-01-01 19:42:00
user_1884,4_preset_change,2026-01-01 19:44:00
user_1122,3_plugin_open,2026-01-01 19:44:00
user_0068,4_preset_change,2026-01-01 19:45:00
user_1598,4_preset_change,2026-01-01 19:47:00
user_0284,4_preset_change,2026-01-01 19:48:00
user_1353,2_download_installer,2026-01-01 19:48:00
user_1849,4_preset_change,2026-01-01 19:50:00
user_0138,4_preset_change,2026-01-01 19:51:00
user_0814,4_preset_change,2026-01-01 19:51:00
user_1122,4_preset_change,2026-01-01 19:53:00
user_1156,4_preset_change,2026-01-01 19:58:00
user_1118,1_registration,2026-01-01 19:58:00
user_0258,2_download_installer,2026-01-01 19:58:00
user_1849,4_preset_change,2026-01-01 19:59:00
user_1118,2_download_installer,2026-01-01 19:59:00
user_0244,3_plugin_open,2026-01-01 20:03:00
user_1598,4_preset_change,2026-01-01 20:04:00
user_0899,4_preset_change,2026-01-01 20:07:00
user_0014,1_registration,2026-01-01 20:08:00
user_0068,4_preset_change,2026-01-01 20:13:00
user_1357,4_preset_change,2026-01-01 20:16:00
user_1236,1_registration,2026-01-01 20:16:00
user_1849,4_preset_change,2026-01-01 20:17:00
user_1884,4_preset_change,2026-01-01 20:17:00
user_1156,4_preset_change,2026-01-01 20:18:00
user_0284,4_preset_change,2026-01-01 20:18:00
user_0814,4_preset_change,2026-01-01 20:22:00
user_0796,1_registration,2026-01-01 20:24:00
user_0138,4_preset_change,2026-01-01 20:26:00
user_0068,4_preset_change,2026-01-01 20:30:00
user_0354,1_registration,2026-01-01 20:30:00
user_0193,3_plugin_open,2026-01-01 20:31:00
user_1122,4_preset_change,2026-01-01 20:32:00
user_0814,4_preset_change,2026-01-01 20:32:00
user_1357,4_preset_change,2026-01-01 20:33:00
user_0814,4_preset_change,2026-01-01 20:34:00
user_1849,4_preset_change,2026-01-01 20:36:00
user_0068,4_preset_change,2026-01-01 20:37:00
user_1122,4_preset_change,2026-01-01 20:37:00
user_0899,4_preset_change,2026-01-01 20:39:00
user_1598,4_preset_change,2026-01-01 20:40:00
user_0244,4_preset_change,2026-01-01 20:43:00
user_0138,4_preset_change,2026-01-01 20:47:00
user_1353,3_plugin_open,2026-01-01 20:48:00
user_0579,3_plugin_open,2026-01-01 20:52:00
user_1510,1_registration,2026-01-01 20:52:00
user_1510,2_download_installer,2026-01-01 20:52:00
user_1510,3_plugin_open,2026-01-01 20:52:00
user_1353,4_preset_change,2026-01-01 20:54:00
user_1156,4_preset_change,2026-01-01 20:56:00
user_0818,1_registration,2026-01-01 20:58:00
user_0899,4_preset_change,2026-01-01 20:59:00
user_1884,4_preset_change,2026-01-01 21:01:00
user_0284,4_preset_change,2026-01-01 21:01:00
user_1510,4_preset_change,2026-01-01 21:02:00
user_0771,1_registration,2026-01-01 21:03:00
user_1849,4_preset_change,2026-01-01 21:04:00
user_0244,4_preset_change,2026-01-01 21:04:00
user_0193,4_preset_change,2026-01-01 21:05:00
user_0354,2_download_installer,2026-01-01 21:10:00
user_0579,4_preset_change,2026-01-01 21:12:00
user_1357,4_preset_change,2026-01-01 21:12:00
user_0814,4_preset_change,2026-01-01 21:13:00
user_1122,4_preset_change,2026-01-01 21:15:00
user_1156,4_preset_change,2026-01-01 21:18:00
user_0068,4_preset_change,2026-01-01 21:18:00
user_1353,4_preset_change,2026-01-01 21:20:00
user_0814,4_preset_change,2026-01-01 21:22:00
user_0818,2_download_installer,2026-01-01 21:25:00
user_1884,4_preset_change,2026-01-01 21:25:00
user_0138,4_preset_change,2026-01-01 21:27:00
user_0244,4_preset_change,2026-01-01 21:29:00
user_1510,4_preset_change,2026-01-01 21:29:00
user_0138,4_preset_change,2026-01-01 21:30:00
user_0284,4_preset_change,2026-01-01 21:30:00
user_1510,4_preset_change,2026-01-01 21:32:00
user_0138,4_preset_change,2026-01-01 21:32:00
user_0068,4_preset_change,2026-01-01 21:32:00
user_1156,4_preset_change,2026-01-01 21:33:00
user_1357,4_preset_change,2026-01-01 21:34:00
user_1510,4_preset_change,2026-01-01 21:35:00
user_1849,4_preset_change,2026-01-01 21:36:00
user_0076,1_registration,2026-01-01 21:36:00
user_1122,4_preset_change,2026-01-01 21:37:00
user_0899,4_preset_change,2026-01-01 21:38:00
user_0579,4_preset_change,2026-01-01 21:40:00
user_0814,4_preset_change,2026-01-01 21:41:00
user_1849,4_preset_change,2026-01-01 21:41:00
user_1156,4_preset_change,2026-01-01 21:44:00
user_1849,4_preset_change,2026-01-01 21:44:00
user_1884,4_preset_change,2026-01-01 21:46:00
user_0193,4_preset_change,2026-01-01 21:47:00
user_0579,4_preset_change,2026-01-01 21:50:00
user_1849,4_preset_change,2026-01-01 21:50:00
user_1122,4_preset_change,2026-01-01 21:51:00
user_0899,4_preset_change,2026-01-01 21:51:00
user_1156,4_preset_change,2026-01-01 21:52:00
user_1510,4_preset_change,2026-01-01 21:57:00
user_0244,4_preset_change,2026-01-01 21:57:00
user_1353,4_preset_change,2026-01-01 21:59:00
user_0076,2_download_installer,2026-01-01 21:59:00
user_1122,4_preset_change,2026-01-01 22:01:00
